Year	Month	DayofMonth	DayOfWeek	DepTime	CRSDepTime	UniqueCarrier	FlightNum	TailNum	Origin	Dest	Distance	TaxiIn	!IsArrDelayed-yes	!IsArrDelayed-no
2000	1	1	6	1509.0	1505	UA	575	1.78985436419	BDL	ORD	783.0	3.0	0.0	1.0
2004	12	18	6	745.0	750	OH	5334	1.78985436419	BOS	JFK	187.0	7.0	0.0	1.0
2005	4	7	4	2040.0	2040	AA	597	1.78985436419	DFW	OKC	175.0	16.0	1.0	0.0
2005	1	19	3	1618.0	1615	DL	448	1.78985436419	CVG	BNA	230.0	7.0	1.0	0.0
1989	10	13	5	1955.0	1920	DL	102	1.78985436419	MCO	SJU	1189.0	6.53945398261	1.0	0.0
2008	6	25	3	613.0	620	9E	2992	1.78985436419	BGM	DTW	378.0	15.0	0.0	1.0
2002	1	10	4	2146.0	2146	NW	196	1.78985436419	MSP	DLH	144.0	7.0	1.0	0.0
2006	4	11	2	1529.0	1535	MQ	4560	1.78985436419	BOS	CMH	640.0	4.0	0.0	1.0
2003	7	24	4	1900.0	1910	HP	448	1.78985436419	TUS	PHX	110.0	7.0	0.0	1.0
2000	4	7	5	1312.0	1310	WN	33	1.78985436419	LIT	DAL	296.0	3.0	1.0	0.0
1997	6	5	4	1502.0	1455	WN	508	1.78985436419	HOU	AUS	148.0	2.0	0.0	1.0
2003	11	18	2	1216.0	1155	AA	1441	1.78985436419	DFW	SFO	1464.0	5.0	1.0	0.0
2002	1	29	2	851.0	850	DL	2151	1.78985436419	CVG	MSY	700.0	6.0	0.0	1.0
2003	3	14	5	1058.0	1100	UA	610	1.78985436419	ORD	DCA	612.0	2.0	1.0	0.0
2003	4	8	2	1045.0	1045	WN	526	1.78985436419	PHX	ABQ	328.0	4.0	0.0	1.0
1998	8	6	4	813.0	810	DL	220	1.78985436419	ATL	JAX	270.0	6.0	1.0	0.0
2005	4	25	1	1132.0	1135	AA	1555	1.78985436419	ORD	LAX	1745.0	4.0	0.0	1.0
1994	6	11	6	1019.0	1020	UA	299	1.78985436419	MDT	ORD	594.0	6.53945398261	0.0	1.0
1993	5	12	3	1414.0	1415	US	1055	1.78985436419	CLT	CHS	168.0	6.53945398261	0.0	1.0
1994	9	30	5	913.0	915	US	276	1.78985436419	MSP	PIT	726.0	6.53945398261	0.0	1.0
2004	1	12	1	1255.0	1255	WN	624	1.78985436419	SEA	SJC	697.0	5.0	0.0	1.0
2007	9	30	7	2051.0	2100	CO	1486	1.78985436419	IAH	MCO	853.0	4.0	0.0	1.0
2007	3	26	1	556.0	600	B6	371	1.78985436419	LGA	FLL	1076.0	3.0	0.0	1.0
2005	2	22	2	1615.0	1615	WN	106	1.78985436419	MDW	BNA	395.0	7.0	0.0	1.0
1997	8	24	7	1025.0	1020	WN	345	1.78985436419	MDW	STL	251.0	3.0	0.0	1.0
2008	5	21	3	1759.0	1755	WN	1762	1.78985436419	ABQ	OAK	889.0	4.0	1.0	0.0
1991	7	27	6	1310.0	1240	WN	412	1.78985436419	SFO	SAN	447.0	6.53945398261	1.0	0.0
2006	9	5	2	1018.0	955	US	119	1.78985436419	DCA	PIT	205.0	6.0	1.0	0.0
2003	1	22	3	1626.0	1630	CO	510	1.78985436419	RSW	CLE	1025.0	5.0	0.0	1.0
2005	6	5	7	2101.0	2104	NW	1045	1.78985436419	MSP	BIL	748.0	4.0	0.0	1.0
1995	3	16	4	700.0	702	AA	653	1.78985436419	MDT	ORD	594.0	3.0	0.0	1.0
2000	12	7	4	2020.0	2010	WN	837	1.78985436419	PHX	SLC	507.0	5.0	0.0	1.0
1988	7	5	2	1331.0	1312	DL	124	1.78985436419	DFW	LGA	1389.0	6.53945398261	1.0	0.0
1989	12	28	4	1740.0	1740	TW	510	1.78985436419	STL	SDF	254.0	6.53945398261	0.0	1.0
2008	5	14	3	1824.0	1825	WN	3163	1.78985436419	DAL	AUS	189.0	5.0	0.0	1.0
1993	1	30	6	818.0	800	CO	34	1.78985436419	HNL	DEN	3365.0	6.53945398261	1.0	0.0
1994	8	6	6	830.0	830	NW	706	1.78985436419	GTF	MSP	887.0	6.53945398261	1.0	0.0
2002	10	18	5	2137.0	2132	AS	101	1.78985436419	PDX	ANC	1542.0	6.0	0.0	1.0
2002	3	30	6	802.0	800	US	1549	1.78985436419	CLT	DFW	936.0	15.0	1.0	0.0
1990	8	30	4	2154.0	2153	AA	367	1.78985436419	DFW	OAK	1456.0	6.53945398261	1.0	0.0
2000	11	27	1	2022.0	2000	UA	2768	1.78985436419	PHX	DEN	602.0	6.0	1.0	0.0
1997	2	12	3	1205.0	1200	WN	360	1.78985436419	MDW	BNA	395.0	5.0	1.0	0.0
1992	4	17	5	1942.0	1920	WN	557	1.78985436419	BUR	OAK	325.0	6.53945398261	1.0	0.0
1993	11	17	3	2259.0	2300	UA	284	1.78985436419	SJC	ORD	1829.0	6.53945398261	0.0	1.0
1992	4	17	5	1607.0	1610	CO	1754	1.78985436419	PHX	DEN	602.0	6.53945398261	1.0	0.0
1993	4	13	2	1616.0	1615	DL	957	1.78985436419	EWR	CVG	569.0	6.53945398261	0.0	1.0
2001	11	26	1	1215.0	1205	WN	1268	1.78985436419	MCO	BHM	478.0	2.0	0.0	1.0
1995	9	3	7	1057.0	1100	CO	1544	1.78985436419	IAH	MSY	305.0	3.0	0.0	1.0
2008	8	14	4	1456.0	1500	US	2133	1.78985436419	BOS	LGA	185.0	7.0	0.0	1.0
2001	3	24	6	1737.0	1740	HP	429	1.78985436419	OAK	PHX	646.0	12.0	1.0	0.0
1992	4	2	4	1753.0	1755	US	49	1.78985436419	PHL	SFO	2521.0	6.53945398261	0.0	1.0
2004	12	13	1	1217.0	1220	FL	44	1.78985436419	SFO	ATL	2139.0	8.0	0.0	1.0
1995	11	11	6	1348.4081278	744	UA	1552	1.78985436419	ORD	DAY	240.0	0.0	1.0	0.0
2007	2	5	1	805.0	815	OO	3674	1.78985436419	SLC	PIH	150.0	1.0	0.0	1.0
2007	1	10	3	1226.0	1229	NW	657	1.78985436419	DTW	IND	231.0	12.0	0.0	1.0
2007	3	23	5	1334.0	1336	DL	856	1.78985436419	SEA	SLC	689.0	6.0	0.0	1.0
2005	9	15	4	908.0	904	MQ	4107	1.78985436419	ORD	CMH	296.0	5.0	0.0	1.0
2002	9	13	5	1655.0	1700	AA	354	1.78985436419	ORD	LGA	733.0	4.0	0.0	1.0
1998	12	20	7	1455.0	1430	UA	2763	1.78985436419	DEN	PHX	602.0	2.0	1.0	0.0
2001	9	23	7	744.0	745	AQ	36	1.78985436419	HNL	KOA	163.0	1.0	1.0	0.0
2003	4	19	6	1100.0	1100	WN	87	1.78985436419	BWI	BUF	281.0	2.0	0.0	1.0
2007	6	12	2	833.0	835	NW	461	1.78985436419	PDX	DTW	1953.0	8.0	1.0	0.0
2000	2	27	7	1842.0	1830	WN	1175	1.78985436419	MCI	MDW	405.0	2.0	1.0	0.0
2007	4	5	4	937.0	939	OO	6330	1.78985436419	ONT	SFO	363.0	5.0	0.0	1.0
2007	2	23	5	837.0	835	WN	2984	1.78985436419	LAS	DEN	629.0	14.0	0.0	1.0
2007	4	30	1	1022.0	1020	WN	3220	1.78985436419	MCI	LAX	1363.0	9.0	0.0	1.0
1997	9	22	1	1427.0	1430	US	236	1.78985436419	PHL	BOS	280.0	7.0	0.0	1.0
1998	3	27	5	1348.4081278	1430	DL	1756	1.78985436419	DCA	LGA	214.0	0.0	1.0	0.0
2001	5	9	3	1524.0	1525	UA	1164	1.78985436419	DEN	TUL	541.0	3.0	0.0	1.0
1998	11	19	4	1538.0	1536	AA	1942	1.78985436419	DFW	MSP	852.0	4.0	1.0	0.0
2004	6	28	1	1523.0	1331	MQ	3588	1.78985436419	DAY	DFW	861.0	6.0	1.0	0.0
2005	8	20	6	2024.0	2030	AA	2048	1.78985436419	MIA	PHL	1013.0	7.0	0.0	1.0
2001	11	25	7	1330.0	1325	US	2235	1.78985436419	RIC	CLT	256.0	5.0	0.0	1.0
1993	1	7	4	659.0	700	US	2116	1.78985436419	SMF	LAX	373.0	6.53945398261	1.0	0.0
1991	8	16	5	1950.0	1910	WN	812	1.78985436419	ABQ	PHX	328.0	6.53945398261	1.0	0.0
1990	6	30	6	2015.0	2015	HP	35	1.78985436419	PHX	LAX	370.0	6.53945398261	0.0	1.0
1995	1	11	3	1057.0	1100	CO	1554	1.78985436419	IAH	MSY	305.0	4.0	0.0	1.0
2004	8	21	6	1835.0	1836	NW	940	1.78985436419	MSP	OMA	282.0	2.0	0.0	1.0
2006	3	13	1	1530.0	1435	WN	935	1.78985436419	SMF	LAX	373.0	3.0	1.0	0.0
1990	11	2	5	1358.0	1400	AA	1474	1.78985436419	LAX	SJC	308.0	6.53945398261	0.0	1.0
1993	5	25	2	1346.0	1350	NW	792	1.78985436419	MEM	EWR	946.0	6.53945398261	0.0	1.0
1994	6	13	1	1725.0	1730	CO	1430	1.78985436419	PBI	IAH	956.0	6.53945398261	0.0	1.0
1997	3	20	4	2121.0	2120	DL	1916	1.78985436419	ATL	DTW	594.0	5.0	1.0	0.0
2008	6	8	7	1714.0	1655	WN	2700	1.78985436419	DEN	BNA	1013.0	6.0	1.0	0.0
1989	2	24	5	1835.0	1835	HP	638	1.78985436419	DSM	PHX	1149.0	6.53945398261	0.0	1.0
2004	8	27	5	830.0	830	DL	374	1.78985436419	ATL	OAK	2130.0	5.0	0.0	1.0
2000	3	5	7	1027.0	1032	AA	544	1.78985436419	DFW	DTW	987.0	4.0	0.0	1.0
1998	7	2	4	932.0	930	CO	1859	1.78985436419	FLL	IAH	965.0	5.0	0.0	1.0
1995	6	27	2	1820.0	1705	NW	1203	1.78985436419	DTW	STL	440.0	7.0	1.0	0.0
1995	3	25	6	803.0	800	US	62	1.78985436419	MIA	PIT	1013.0	5.0	1.0	0.0
1996	3	9	6	1734.0	1737	AA	393	1.78985436419	DTW	ORD	235.0	7.0	0.0	1.0
1996	9	29	7	1103.0	1108	AA	1195	1.78985436419	LGA	BNA	764.0	5.0	0.0	1.0
2002	9	10	2	1723.0	1715	DL	164	1.78985436419	ATL	BOS	946.0	8.0	0.0	1.0
1995	8	11	5	1233.0	1230	UA	296	1.78985436419	DEN	ORD	888.0	4.0	0.0	1.0
2003	8	8	5	1848.0	1846	MQ	4090	1.78985436419	ORD	OKC	693.0	4.0	1.0	0.0
2007	11	8	4	658.0	700	CO	1101	1.78985436419	EWR	DCA	199.0	7.0	1.0	0.0
2006	8	28	1	728.0	730	XE	2192	1.78985436419	CLE	IND	261.0	9.0	1.0	0.0
2005	10	14	5	1715.0	1715	DL	302	1.78985436419	ATL	PVD	903.0	6.0	0.0	1.0
2007	6	22	5	1235.0	1135	AA	558	1.78985436419	DFW	EWR	1372.0	6.0	1.0	0.0
2008	10	22	3	912.0	915	9E	5779	1.78985436419	MEM	CLT	512.0	4.0	0.0	1.0
1990	7	8	7	1550.0	1550	AA	865	1.78985436419	BHM	DFW	597.0	6.53945398261	0.0	1.0
1989	12	16	6	1330.0	1330	WN	258	1.78985436419	DAL	TUL	237.0	6.53945398261	0.0	1.0
2006	10	16	1	657.0	702	UA	1159	1.78985436419	SFO	LAX	337.0	11.0	0.0	1.0
2003	12	16	2	1710.0	1710	WN	284	1.78985436419	IAH	DAL	217.0	3.0	0.0	1.0
2007	1	10	3	621.0	615	MQ	4453	1.78985436419	MEM	MIA	860.0	4.0	0.0	1.0
2008	1	14	1	1527.0	1532	NW	1727	1.78985436419	DTW	MKE	238.0	6.0	0.0	1.0
1997	8	9	6	1350.0	1330	WN	379	1.78985436419	ONT	OAK	361.0	4.0	1.0	0.0
2000	2	24	4	1025.0	905	UA	2297	1.78985436419	SBA	LAX	89.0	9.0	1.0	0.0
2008	10	29	3	2141.0	2145	WN	1036	1.78985436419	MDW	DTW	229.0	11.0	0.0	1.0
1991	10	17	4	1537.0	1530	DL	1400	1.78985436419	SFO	LAX	337.0	6.53945398261	1.0	0.0
1995	4	7	5	1835.0	1835	TW	711	1.78985436419	BOS	STL	1046.0	12.0	0.0	1.0
2000	10	21	6	946.0	950	US	2054	1.78985436419	PHL	ROC	257.0	7.0	1.0	0.0
2008	2	25	1	1157.0	700	9E	4783	1.78985436419	BOS	IND	817.0	9.0	1.0	0.0
2005	10	6	4	1126.0	1125	B6	56	1.78985436419	MCO	JFK	944.0	10.0	1.0	0.0
1997	10	24	5	714.0	720	US	77	1.78985436419	ALB	PIT	367.0	5.0	0.0	1.0
2005	3	11	5	852.0	845	US	2027	1.78985436419	BOS	DCA	399.0	5.0	1.0	0.0
2006	7	1	6	1546.0	1545	UA	500	1.78985436419	ORD	IND	177.0	10.0	0.0	1.0
2005	11	20	7	1839.0	1830	UA	127	1.78985436419	ORD	LAX	1745.0	6.0	0.0	1.0
1991	8	16	5	640.0	645	US	1416	1.78985436419	TPA	MIA	204.0	6.53945398261	0.0	1.0
1998	9	10	4	934.0	925	UA	2021	1.78985436419	SFO	LAX	337.0	10.0	1.0	0.0
2007	10	15	1	804.0	755	WN	1461	1.78985436419	SMF	SAN	480.0	3.0	1.0	0.0
2008	12	8	1	1216.0	1220	AA	1547	1.78985436419	BOS	ORD	867.0	21.0	0.0	1.0
2004	1	25	7	1348.4081278	2140	DH	7839	1.78985436419	IAD	ROA	177.0	0.0	1.0	0.0
2000	4	22	6	1251.0	1251	AA	593	1.78985436419	STL	DFW	551.0	10.0	0.0	1.0
2004	6	2	3	1505.0	1505	WN	978	1.78985436419	PVD	PHL	238.0	13.0	1.0	0.0
1990	2	18	7	1154.0	1155	DL	1004	1.78985436419	ATL	BTR	449.0	6.53945398261	0.0	1.0
2006	3	29	3	133.0	110	CO	1794	1.78985436419	LAX	IAH	1379.0	9.0	1.0	0.0
1994	4	8	5	1302.0	1300	DL	1158	1.78985436419	SJC	SLC	585.0	6.53945398261	1.0	0.0
1994	11	13	7	2033.0	2025	AA	402	1.78985436419	ORD	ROC	528.0	6.53945398261	1.0	0.0
2007	10	8	1	2018.0	2015	WN	1055	1.78985436419	PIT	MCO	834.0	4.0	0.0	1.0
2004	1	1	4	845.0	845	WN	3504	1.78985436419	RDU	BWI	255.0	2.0	0.0	1.0
2006	5	8	1	1540.0	1545	CO	386	1.78985436419	SNA	EWR	2433.0	7.0	0.0	1.0
2002	6	16	7	1552.0	1550	UA	1417	1.78985436419	ATL	ORD	606.0	17.0	0.0	1.0
1995	6	12	1	1938.0	1940	UA	475	1.78985436419	DEN	ONT	819.0	3.0	0.0	1.0
2005	4	4	1	934.0	902	AA	1893	1.78985436419	ORD	LAS	1515.0	14.0	1.0	0.0
2007	10	31	3	758.0	805	UA	1563	1.78985436419	MIA	DEN	1709.0	14.0	0.0	1.0
2008	2	14	4	1648.0	1645	CO	702	1.78985436419	EWR	LAX	2454.0	12.0	1.0	0.0
1998	2	23	1	805.0	805	WN	1370	1.78985436419	HOU	HRL	276.0	2.0	0.0	1.0
2008	6	20	5	1320.0	1250	FL	614	1.78985436419	SAN	ATL	1891.0	6.0	0.0	1.0
2002	4	29	1	1726.0	1733	AA	2022	1.78985436419	ORD	BUF	473.0	4.0	0.0	1.0
2001	5	14	1	711.0	710	MQ	4246	1.78985436419	ORD	PIT	412.0	6.0	0.0	1.0
2006	11	23	4	922.0	923	NW	1003	1.78985436419	DTW	IND	231.0	13.0	1.0	0.0
1991	8	19	1	1953.0	1940	US	80	1.78985436419	IND	EWR	644.0	6.53945398261	1.0	0.0
1994	7	3	7	757.0	800	US	919	1.78985436419	MDT	PIT	185.0	6.53945398261	1.0	0.0
1989	8	4	5	1837.0	1835	TW	282	1.78985436419	STL	LGA	887.0	6.53945398261	0.0	1.0
2003	10	22	3	1534.0	1540	AA	610	1.78985436419	SJU	JFK	1597.0	5.0	0.0	1.0
2007	12	3	1	900.0	855	US	1951	1.78985436419	PIT	CLT	366.0	4.0	1.0	0.0
2000	8	9	3	655.0	700	AA	1477	1.78985436419	HOU	LAX	1390.0	16.0	0.0	1.0
2008	2	3	7	1348.4081278	2010	OO	5867	1.78985436419	ORD	SAT	1041.0	6.53945398261	1.0	0.0
1993	7	5	1	1636.0	1640	NW	409	1.78985436419	DTW	DAY	166.0	6.53945398261	0.0	1.0
1991	7	12	5	931.0	935	NW	731	1.78985436419	MSP	BIL	748.0	6.53945398261	1.0	0.0
2007	9	22	6	1657.0	1709	OO	5968	1.78985436419	LEX	ORD	323.0	7.0	0.0	1.0
1996	3	21	4	1307.0	1310	DL	250	1.78985436419	SAN	ATL	1891.0	10.0	1.0	0.0
1990	11	29	4	1600.0	1600	WN	633	1.78985436419	HOU	STL	687.0	6.53945398261	1.0	0.0
2004	9	3	5	1930.0	1844	AA	1867	1.78985436419	SJC	SNA	342.0	6.0	1.0	0.0
1993	6	25	5	1912.0	1905	UA	663	1.78985436419	ORD	SMF	1781.0	6.53945398261	0.0	1.0
1996	10	1	2	718.0	720	TW	457	1.78985436419	ATL	STL	483.0	3.0	0.0	1.0
1990	11	29	4	2102.0	2105	US	1529	1.78985436419	CLT	TLH	386.0	6.53945398261	0.0	1.0
2006	10	22	7	1311.0	1307	OO	6188	1.78985436419	BFL	SFO	238.0	4.0	0.0	1.0
1998	10	25	7	2041.0	2045	NW	1069	1.78985436419	MDW	MSP	349.0	5.0	0.0	1.0
1988	7	9	6	1630.0	1630	CO	368	1.78985436419	ORD	EWR	719.0	6.53945398261	1.0	0.0
2005	8	1	1	1718.0	1720	EV	4694	1.78985436419	DCA	JAN	860.0	10.0	0.0	1.0
2002	9	16	1	705.0	710	UA	1803	1.78985436419	SFO	LAX	337.0	7.0	1.0	0.0
2008	1	8	2	2007.0	1932	NW	1217	1.78985436419	DTW	MSN	312.0	5.0	1.0	0.0
1990	2	13	2	1520.0	1515	WN	871	1.78985436419	LAX	PHX	370.0	6.53945398261	0.0	1.0
2006	7	3	1	1200.0	1140	OH	5101	1.78985436419	ROC	ATL	749.0	19.0	1.0	0.0
2006	1	9	1	2058.0	2105	CO	1415	1.78985436419	IAH	DFW	224.0	4.0	0.0	1.0
2005	7	11	1	1915.0	1915	OO	3724	1.78985436419	CPR	SLC	320.0	4.0	0.0	1.0
2006	1	30	1	1701.0	1706	NW	699	1.78985436419	DTW	DFW	987.0	7.0	0.0	1.0
1989	6	6	2	1105.0	1105	NW	731	1.78985436419	MSP	GFK	284.0	6.53945398261	0.0	1.0
2000	11	16	4	1218.0	1220	DL	2354	1.78985436419	MCO	EWR	938.0	1.0	0.0	1.0
1997	11	9	7	635.0	630	DL	268	1.78985436419	MSY	ATL	425.0	8.0	1.0	0.0
2002	8	27	2	1554.0	1602	AA	847	1.78985436419	MSP	DFW	852.0	18.0	0.0	1.0
1995	11	21	2	2013.0	2011	AA	1732	1.78985436419	DFW	RDU	1062.0	3.0	0.0	1.0
2004	3	4	4	1348.4081278	1841	AA	1585	0.0	AUS	DFW	190.0	0.0	1.0	0.0
1991	1	28	1	1815.0	1810	UA	1472	1.78985436419	MIA	IAD	921.0	6.53945398261	0.0	1.0
1995	10	2	1	1457.0	1500	AA	758	1.78985436419	LAX	ORD	1745.0	7.0	0.0	1.0
2007	1	8	1	1143.0	1145	WN	2034	1.78985436419	MDW	BWI	611.0	4.0	0.0	1.0
1996	9	12	4	756.0	800	DL	311	1.78985436419	SAV	ATL	215.0	7.0	0.0	1.0
2008	6	17	2	1423.0	1423	UA	395	1.78985436419	IAD	ORD	589.0	5.0	0.0	1.0
1998	7	6	1	1344.0	1255	UA	890	1.78985436419	LAX	LAS	236.0	7.0	1.0	0.0
2003	12	1	1	1251.0	1245	DL	981	1.78985436419	MSP	CVG	596.0	5.0	1.0	0.0
2007	1	26	5	1109.0	1110	WN	2141	1.78985436419	SEA	LAS	866.0	6.0	1.0	0.0
1993	7	14	3	1409.0	1410	US	1091	1.78985436419	OMA	MCI	152.0	6.53945398261	1.0	0.0
1988	5	18	3	1955.0	1955	DL	431	1.78985436419	DEN	DFW	641.0	6.53945398261	1.0	0.0
1994	5	3	2	1835.0	1830	WN	164	1.78985436419	DAL	LIT	296.0	6.53945398261	0.0	1.0
1996	12	22	7	853.0	825	WN	818	1.78985436419	SJC	SNA	342.0	3.0	1.0	0.0
2005	9	15	4	1251.0	1255	HP	630	1.78985436419	LAS	PHX	256.0	7.0	0.0	1.0
2001	9	27	4	1500.0	1500	WN	188	1.78985436419	OAK	LAX	337.0	5.0	0.0	1.0
1997	5	18	7	1542.0	1535	CO	1644	1.78985436419	MSY	IAH	305.0	5.0	1.0	0.0
2007	4	13	5	2141.0	2140	WN	541	1.78985436419	SMF	ONT	389.0	4.0	0.0	1.0
2005	8	6	6	1629.0	1629	MQ	4174	1.78985436419	OMA	ORD	416.0	4.0	0.0	1.0
2000	3	28	2	1353.0	1355	DL	1033	1.78985436419	AUS	DFW	190.0	8.0	0.0	1.0
1994	1	2	7	755.0	755	US	1627	1.78985436419	MLB	JAX	176.0	6.53945398261	0.0	1.0
2006	9	3	7	1733.0	1742	MQ	3578	1.78985436419	CID	DFW	685.0	10.0	0.0	1.0
1993	6	15	2	1025.0	1025	WN	1083	1.78985436419	OKC	HOU	419.0	6.53945398261	0.0	1.0
1995	6	14	3	655.0	650	UA	442	1.78985436419	ORD	RDU	647.0	2.0	0.0	1.0
1991	5	27	1	649.0	650	NW	1459	1.78985436419	ORF	DTW	529.0	6.53945398261	0.0	1.0
1989	3	28	2	2128.0	2030	AA	612	1.78985436419	ORD	EWR	719.0	6.53945398261	1.0	0.0
1997	12	23	2	1422.0	1410	TW	57	1.78985436419	DCA	STL	719.0	12.0	1.0	0.0
1996	8	12	1	2007.0	2000	AA	2257	1.78985436419	ORD	DFW	802.0	13.0	0.0	1.0
1993	3	7	7	1950.0	1950	HP	812	1.78985436419	SFO	SNA	372.0	6.53945398261	1.0	0.0
2000	3	31	5	2236.0	2230	US	58	1.78985436419	CLT	FLL	631.0	4.0	0.0	1.0
1994	7	13	3	1328.0	1330	NW	1444	1.78985436419	DTW	PVD	614.0	6.53945398261	0.0	1.0
2003	9	21	7	1525.0	1510	US	1143	1.78985436419	BOS	CLT	728.0	5.0	1.0	0.0
1998	4	8	3	1030.0	1025	DL	523	1.78985436419	ATL	MIA	595.0	6.0	1.0	0.0
2003	12	19	5	28.0	2230	OO	3614	1.78985436419	SLC	TWF	175.0	5.0	1.0	0.0
2000	7	2	7	854.0	850	DL	401	1.78985436419	CVG	RSW	879.0	5.0	0.0	1.0
1994	6	10	5	1440.0	1440	HP	276	1.78985436419	SJC	PHX	621.0	6.53945398261	1.0	0.0
2001	8	20	1	1609.0	1610	DL	1737	1.78985436419	CVG	MEM	403.0	7.0	1.0	0.0
2004	11	8	1	1348.4081278	825	OO	3920	0.0	SLC	GEG	546.0	0.0	1.0	0.0
1988	7	16	6	737.0	737	EA	792	1.78985436419	TLH	ATL	223.0	6.53945398261	0.0	1.0
1988	1	25	1	626.0	625	PS	1680	1.78985436419	SFO	SNA	372.0	6.53945398261	0.0	1.0
1993	2	26	5	645.0	645	DL	1701	1.78985436419	RDU	CVG	390.0	6.53945398261	1.0	0.0
1988	3	29	2	930.0	925	NW	717	1.78985436419	MSP	RNO	1406.0	6.53945398261	1.0	0.0
2005	3	20	7	654.0	655	OO	3869	1.78985436419	BUR	SLC	574.0	16.0	0.0	1.0
2006	10	5	4	1831.0	1832	NW	459	1.78985436419	MEM	MSP	700.0	5.0	1.0	0.0
2004	2	8	7	1154.0	1200	UA	532	1.78985436419	MSP	ORD	334.0	5.0	0.0	1.0
1998	11	30	1	1348.4081278	1659	CO	1767	1.78985436419	SDF	IAH	788.0	0.0	1.0	0.0
1990	2	8	4	1046.0	1031	UA	396	1.78985436419	DEN	LNK	423.0	6.53945398261	1.0	0.0
2000	3	8	3	2213.0	2220	US	1841	1.78985436419	CLT	TPA	508.0	4.0	0.0	1.0
1990	2	14	3	1320.0	1320	TW	304	1.78985436419	RSW	TPA	110.0	6.53945398261	1.0	0.0
2006	10	8	7	1733.0	1735	AA	2273	1.78985436419	DFW	BNA	631.0	5.0	0.0	1.0
1997	10	10	5	1528.0	1530	AA	2358	1.78985436419	DFW	ORD	802.0	7.0	0.0	1.0
2007	4	18	3	844.0	845	US	111	1.78985436419	LAX	LAS	236.0	8.0	1.0	0.0
1996	4	9	2	950.0	950	CO	1892	1.78985436419	SAN	IAH	1303.0	5.0	1.0	0.0
1988	5	21	6	1619.0	1620	AA	73	1.78985436419	HNL	OGG	100.0	6.53945398261	1.0	0.0
1993	5	20	4	2130.0	2130	DL	1105	1.78985436419	MCO	PBI	142.0	6.53945398261	0.0	1.0
2006	9	4	1	1629.0	1625	WN	1907	1.78985436419	ONT	OAK	361.0	4.0	0.0	1.0
2001	6	21	4	1759.0	1700	WN	473	1.78985436419	BWI	MHT	377.0	2.0	1.0	0.0
2007	6	3	7	2109.0	2110	DL	1015	1.78985436419	ATL	ORF	516.0	5.0	1.0	0.0
2001	9	1	6	1128.0	1129	AA	578	1.78985436419	ORD	BDL	783.0	3.0	0.0	1.0
1988	3	25	5	2130.0	2130	EA	663	1.78985436419	SAV	ATL	215.0	6.53945398261	0.0	1.0
2006	8	27	7	1407.0	1250	OH	5445	1.78985436419	ALB	ATL	852.0	9.0	1.0	0.0
1996	8	3	6	1615.0	1615	DL	1774	1.78985436419	RSW	ATL	515.0	2.0	0.0	1.0
1990	1	8	1	1325.0	1325	DL	965	1.78985436419	DFW	OKC	700.470041334	6.53945398261	1.0	0.0
1997	9	30	2	937.0	939	AA	540	1.78985436419	PDX	ORD	1739.0	7.0	0.0	1.0
1993	3	8	1	834.0	830	UA	179	1.78985436419	BOS	LAX	2611.0	6.53945398261	0.0	1.0
2000	11	8	3	1105.0	1105	WN	1765	1.78985436419	BWI	HOU	1246.0	4.0	1.0	0.0
2002	4	12	5	1627.0	1620	US	379	1.78985436419	EWR	CLT	529.0	4.0	1.0	0.0
1994	10	6	4	1129.0	1125	DL	518	1.78985436419	MCO	BOS	1121.0	6.53945398261	1.0	0.0
1993	8	29	7	1544.0	1545	US	849	1.78985436419	CLT	SAN	2077.0	6.53945398261	0.0	1.0
2003	7	19	6	1950.0	1950	WN	1033	1.78985436419	PVD	BWI	328.0	3.0	0.0	1.0
1991	6	18	2	749.0	750	NW	1234	1.78985436419	SEA	SNA	978.0	6.53945398261	0.0	1.0
2006	1	24	2	749.0	752	MQ	4611	1.78985436419	JFK	BOS	187.0	16.0	1.0	0.0
2001	10	5	5	730.0	730	WN	262	1.78985436419	BNA	RDU	443.0	3.0	0.0	1.0
1996	4	29	1	834.0	835	DL	302	1.78985436419	MSY	ATL	425.0	6.0	0.0	1.0
2002	12	19	4	623.0	630	US	204	1.78985436419	IAD	CLT	321.0	4.0	0.0	1.0
1996	3	12	2	724.0	725	NW	1404	1.78985436419	DSM	DTW	534.0	5.0	0.0	1.0
2004	12	11	6	1732.0	1735	CO	491	1.78985436419	MIA	IAH	964.0	8.0	0.0	1.0
1995	3	21	2	1733.0	1734	DL	346	1.78985436419	DFW	SHV	190.0	4.0	1.0	0.0
1989	1	15	7	1208.0	1156	TW	399	1.78985436419	STL	DEN	770.0	6.53945398261	1.0	0.0
1988	11	8	2	1523.0	1525	US	2965	1.78985436419	LAX	CCR	346.0	6.53945398261	0.0	1.0
1994	9	9	5	957.0	1000	US	1222	1.78985436419	MCO	PHL	861.0	6.53945398261	0.0	1.0
2001	9	17	1	1120.0	1120	WN	1253	1.78985436419	IND	MDW	162.0	3.0	0.0	1.0
1993	8	29	7	1239.0	1241	CO	1704	1.78985436419	DEN	DTW	1123.0	6.53945398261	0.0	1.0
2007	4	27	5	1122.0	1120	WN	1654	1.78985436419	PHX	LAX	370.0	21.0	1.0	0.0
1998	10	25	7	717.0	719	AA	2048	1.78985436419	IAH	DFW	224.0	14.0	1.0	0.0
